record_code,format_version,submission_date,reporting_agency,location_code,location_type,name,latitude,longitude,psc_basin,psc_region,epa_reach,description,rmis_region,rmis_basin,rmis_latitude,rmis_longitude,record_origin
"L","4.1","20180104","ODFW","5F22118  H18    23","3","OSU/SOUTH BEACH","44.6","-124.0667","SIYA","NOOR","17100204","YAQUINA BAY (NEWPORT SOUTH BEACH, OREGON STATE UNIV)","NOOR","SIYA","44.6","-124.0667","N"
"L","4.1","20180206","CDFO","2MN12","2","CN",,,,,,"CN     Catch Region 12",,,,,"N"
"L","4.1","20170728","NMFS","7M6  47N 180","1","HIGH SEAS 6 47N 180","47","180",,,,"HIGH SEAS RECOVERY, SECTOR 6, LATITUDE 47N, LONGITUDE 180",,,"47","180","N"
"L","4.1","20180206","CDFO","2MN09H02E       012","1","NN           H02E-012",,,,,,"NN              SANDSPIT TO CUMSHEWA HEAD (PART OF PFMA SUB 102-2)",,,,,"N"
"L","4.1","20180104","ODFW","5F22259  H      24","2","INDIAN CR TRAP MARK SUM",,,"ROGU","SOOR","1720031009200.00","INDIAN CR TRAP MARK SUMMARY AREA","SOOR","ROGU",,,"N"
"L","4.1","20180104","ODFW","5F22227  H27    21","1","SILETZ HATCHERY",,,"SIYA","NOOR","1710020400801.00","SILETZ HATCHERY","NOOR","SIYA","44.7207","-123.7118","N"
"L","4.1","20180104","ODFW","5F42026  R      27","2","DRANO LAKE","45.705","-121.6464","WIND","CECR",,"CS AREA FOR DRANO LAKE, SKAMANIA CO., WASHINGTON RCs.","CECR","WIND","45.705","-121.6464","N"
"L","4.1","20170728","NMFS","7M5  43N 172E","1","HIGH SEAS 5 43N 172E","43","172",,,,"HIGH SEAS RECOVERY, SECTOR 5, LATITUDE 43N, LONGITUDE 172E",,,"43","172","N"
"L","4.1","20170905","WDFW","3M10308  D","1","TULALIP BAY       8D",,,"SNOH","NPS",,"TULALIP BAY      (8D)","NPS","SNOH","48.0583","-122.2803","N"
"L","4.1","20170905","WDFW","3F42001  371400 H","3","WIDE HOLLOW CR COOP",,,"PRGC","UPCR","17030003","WIDE HOLLOW CR COOP","UPCR","PRGC","47.0858","-120.1411","N"
"L","4.1","20170905","WDFW","3M*       OREGONR19","2","OR-CASCAD-HECETA HD",,,"ORGNG","ORGN",,"OREGON - CASCADE HEAD TO HECETA HEAD  (61B)","ORGN","ORGNG",,,"N"
"L","4.1","20170905","WDFW","3M10513  I","2","SKOOKUM INLET    13I",,,"SPSG","SPS",,"SKOOKUM INLET              (13I)","SPS","SPSG",,,"N"
"L","4.1","20180104","ODFW","5F22271  H      24","2","ANVIL CR (ELK R) WEIR",,,"SIXE","SOOR","1710030608000.00","ANVIL CR (ELK R) WEIR","SOOR","SIXE",,,"N"
"L","4.1","20150622","IDFG","4F-1706020106103.60","1","REDFISH LAKE TRAP",,,"SALM","SNAK","1706020106103.60","This is the redfish lake weir site used in trapping and as a release site for Sockeye.","SNAK","SALM","44.144","-114.915","N"
"L","4.1","20170905","WDFW","3F10208  0372150E","3","SEDRO-WOOLLEY HS","48.5003","-122.2366","LOSK","SKAG",,"SEDRO-WOOLLEY SENIOR HIGH (SEDRO-WOOLLEY)","SKAG","LOSK","48.5003","-122.237","N"
"L","4.1","20180206","CDFW","6MOMO","2","MONTEREY MAJOR PORT","36.61","-121.89","SAMO","CECA",,"MONTEREY MAJOR PORT AREA","CECA","SAMO","36.61","-121.89","N"
"L","4.1","20170728","NMFS","7M3  54N 131W","1","HIGH SEAS 3 54N 131W","54","-131",,,,"HIGH SEAS RECOVERY, SECTOR 3, LATITUDE 54N, LONGITUDE 131W",,,"54","-131","N"
"L","4.1","20180104","ODFW","5F33398  R0120  18","1","MOLALLA R GOODS BR - CANB",,,"WILL","LOCR","1706000900100.00","MOLALLA R (WILLAMETTE R TRIB) GOODS BRIDGE TO CANBY COMMUNITY PARK.","LOCR","WILL",,,"N"
"L","4.1","20180202","ADFG","1M218    LC24109","1","AK M 2 18 LC24109",,,"COOK","CNAK",,"Alaska marine, Region 2, HOMER, Quadrant LC, District 241, Subdistrict 09","CEAK","LCI","59.57","-151.34","N"
"L","4.1","20170905","WDFW","3M11512  870701","1","LAKNESS PT/ LTL BEEF",,,"WKIT","HOOD",,"PRE'85 PSS CODE = LAKNESS PT/LITTLE BEEF/MISERY PT/SEABECK/STAVIS","HOOD","WKIT","47.6542","-122.815","N"
"L","4.1","20180104","ODFW","5F22205  R05206118","1","SALLY CR (NEHALEM R)",,,"NEHA","NOOR","17100202","SALLY CR (NEHALEM R)","NOOR","NEHA",,,"N"
"L","4.1","20170905","WDFW","3M10513","1","NISQUALLY        13",,,"NISQ","SPS",,"NISQUALLY                  (13 )","SPS","NISQ","47.1082","-122.6903","N"
"L","4.1","20180104","ODFW","5F22220  R25111018","1","OJALLA CR",,,"SIYA","NOOR",,"OJALLA CR (SILETZ R)","NOOR","SIYA","44.7661","-123.9297","N"
"L","4.1","20180104","ODFW","5F22260  R21113018","1","TRAIL CR W FK (ROGUE)LOWE",,,"ROGU","SOOR","17100307","TRAIL WF (ROGUE R BASIN)LOWER SECTION","SOOR","ROGU","42.675","-122.8403","N"
"L","4.1","20180104","ODFW","5M2223899O3899  10","1","PORT ORFORD UNKNOWN SRC","42.7457","-124.4973","SOORG","SOOR","17100306","PORT ORFORD UNKNOWN SRC","SOOR","SOORG","42.7457","-124.4973","N"
"L","4.1","20180104","ODFW","5F33398  R0111  18","1","SANTIAM R S FK",,,"WILL","LOCR","17090006","SOUTH FORK SANTIAM R","LOCR","WILL","44.4142","-122.6755","N"
"L","4.1","20170728","NMFS","7M3  60N 146W","1","HIGH SEAS 3 60N 146W","60","-146",,,,"HIGH SEAS RECOVERY, SECTOR 3, LATITUDE 60N, LONGITUDE 146W",,,"60","-146","N"
"L","4.1","20180206","CDFO","2FS78M297HATZIC","1","FRFNBHHATZIC [M297]","49.2333","-122.4167",,,,"FRFNBH          STAT AREA: M297 FRASER:HATZIC       M297",,,"49.2333","-122.4167","N"
"L","4.1","20180206","CDFO","2M 15M097       324","1","NW&NC&SCTR   M097-324",,,,,,"NW&NC&SCTR      PFMAS 11, 111, 27, 127 - MRP SUBS 42, 112",,,,,"N"
"L","4.1","20180206","CDFO","2MN12H007       429","1","CN           H007-429",,,,,,"CN              MATHIESON CHANNEL (PFMA SUBS 7-9, -10, -11)",,,,,"N"
"L","4.1","20180206","CDFO","2MN25H004SPIR LE 10","1","NSPT  SPIR LE [4-10]","54.2472","-130.35",,,,"NSPT            STAT AREA: H004 SPIRE LEDGE         H004",,,"54.25","-130.3667","N"
"L","4.1","20180206","CDFO","2MN25H02WTANA BY 68","1","NSPT  TANA BY [2-68]","53.1881","-132.5619",,,,"NSPT            STAT AREA: H02W TANA BAY            H02W",,,"53.1833","-132.55","N"
"L","4.1","20180206","CDFO","2MN26H007KILD IN 28","1","CSPT  KILD IN [7-28]","51.9328","-128.0897",,,,"CSPT            STAT AREA: H007 KILDIDT INLET       H007",,,"51.9167","-128.0833","N"
"L","4.1","20180206","CDFO","2MS10P014       194","1","GSN          P014-194",,,,,,"GSN             PFMA SUB 14-9","GST","GSVI","49.63","-124.79","N"
"L","4.1","20170905","WDFW","3F10513  110101 R","2","MASHEL R     11.0101","46.8421","-122.3333","NISQ","SPS",,"MASHEL R","SPS","NISQ","46.8421","-122.3333","N"
"L","4.1","20180202","ADFG","1M105","1","AK M 1 05",,,"SEAK","SEAK",,"Alaska marine, Region 1, PETERSBURG","SEAK","SENE",,,"N"
"L","4.1","20170905","WDFW","3F21802  220104 R","1","O'BRIEN CR   22.0104","47.2844","-123.8518","GHLC","GRAY",,"O'BRIEN CREEK","GRAY","GHLC","47.2844","-123.8518","N"
"L","4.1","20180202","ADFG","1M2LC241 15","1","AK M 2 LC 241-15",,,"COOK","CNAK",,"Alaska marine, Region 2, Quadrant LC, District 241, Subdistrict 15","CEAK","LCI","59.5522","-151.2596","N"
"L","4.1","20180202","ADFG","1M1EC    NW11611","1","AK M 1 EC NW11611",,,"SEAK","SEAK",,"Alaska marine, Region 1, GUSTAVUS, Quadrant NW, District 116, Subdistrict 11","SEAK","SEYA","58.31394","-136.897276","N"
"L","4.1","20180202","ADFG","1M116MB","2","AK M 1 16 MB",,,"SEAK","SEAK",,"Alaska marine, Region 1, HAINES, MB","SEAK","SEAKG",,,"N"
"L","4.1","20150622","IDFG","4F-17060103-8010.00","1","SNAKE R BELOW SAL R",,,"SNAKG","SNAK","17060103","SNAKE R BELOW SALMON R:IDFG #1","SNAK","SNAKG","45.89","-116.83","N"
"L","4.1","20180104","ODFW","5F22249  R49302118","1","ELK CR (E COQUILLE R",,,"COQU","SOOR","17100305","ELK CR (E FK COQUILLE R)","SOOR","COQU","43.1117","-124.0203","N"
"L","4.1","20061013","IDFG","4F-1706030400200.00","1","CLEAR CRK:CLWTR R",,,"CLEA","SNAK","1706030400200.00","CLEAR CRK:CLWTR R","SNAK","CLEA","46.125","-115.9456","C"
"L","4.1","20170728","NMFS","7M3  54N 132W","1","HIGH SEAS 3 54N 132W","54","-132",,,,"HIGH SEAS RECOVERY, SECTOR 3, LATITUDE 54N, LONGITUDE 132W",,,"54","-132","N"
"L","4.1","20170728","NMFS","7M6  46N 179W","1","HIGH SEAS 6 46N 179W","46","-179",,,,"HIGH SEAS RECOVERY, SECTOR 6, LATITUDE 46N, LONGITUDE 179W",,,"46","-179","N"
"L","4.1","20180104","ODFW","5F33473  R0150  18","1","JOHN DAY POOL",,,"CECRG","CECR","17070101","JOHN DAY POOL","CECR","CECRG","45.7167","-120.6847","N"
"L","4.1","20180104","ODFW","5F33421  H21    21","3","OXBOW HATCHERY",,,"HOO","CECR","1707010513701.00","OXBOW HATCHERY","CECR","HOO","45.6755","-121.8604","N"
"L","4.1","20180104","ODFW","5M22202  O      34","2","ASTORIA (PACIFIC HAKE)","45.45","-124.47","NOORG","NOOR",,"ASTORIA (PACIFIC HAKE FISHERY BY CATCH)","NOOR","NOORG","45.45",,"N"
"L","4.1","20180104","ODFW","5M2220208O      10","2","ASTORIA AREA 8","46.195","-123.85","NOORG","NOOR","17100201","ASTORIA AREA 8","NOOR","NOORG","46.195","-123.85","N"
"L","4.1","20180104","ODFW","5F22208  R8     32","1","UMPQUA ESTUARY SPORT",,,"UMPQ","SOOR","1710030300100.00","UMPQUA R ESTUARY SPORT","SOOR","UMPQ","43.672","-124.203","N"
"L","4.1","20170905","WDFW","3F              H57","3","BEAR SPRINGS+TULALIP",,,"WAGNG","WAGN","17","MIXED STOCKS - BEAR SPRINGS 1 (SOLDUC SATTELITE) AND TULALIP HATCHERY","WAGN","WAGNG",,,"N"
"L","4.1","20170905","WDFW","3F10208  030394 R","1","FINNEY CR TR 03.0394",,,"UPSK","SKAG",,"FINNEY CREEK TRIB AT RM 1.75","SKAG","UPSK","48.52","-121.82","N"
"L","4.1","20170905","WDFW","3F10308  070219 R","1","SNOQUALMIE R 07.0219","47.8301","-122.045","SNOH","NPS",,"SNOQUALMIE RIVER","NPS","SNOH","47.8301","-122.045","N"
"L","4.1","20180206","CDFO","2F 29M297SLAU BR 16","1","FWSPT SLAU BR [29-16]","49.1382","-122.2267",,,,"FWSPT           STAT AREA: M297 FRASER:SLAUGHTERHOUSM297",,,"49.1382","-122.2267","N"
"L","4.1","20170905","WDFW","3F   TEMP0024704","3","CRYOOCYTE INC.",,,,,,"CRYOOCYTE INC.",,,,,"N"
"L","4.1","20170905","WDFW","3F   TEMP0024706","3","CAMP LUTHERWOOD",,,,,,"CAMP LUTHERWOOD",,,,,"N"
"L","4.1","20170905","WDFW","3F   TEMP0024708","3","FIVE ACRE SCHOOL (SEQUIM)",,,,,,"FIVER ACRE SCHOOL, 515 LOTZGESELL RD SEQUIM",,,,,"N"
"L","4.1","20170905","WDFW","3M10513  2","2","MARINE PASS 13-2",,,,,,"MARINE PASS 13-2",,,,,"N"
"L","4.1","20170905","WDFW","3M10513  2","1","MARINE PASS 13-2",,,,,,"MARINE PASS 13-2",,,,,"N"
"L","4.1","20170905","WDFW","3M10513  5","1","SEQUALITCHEW CR 13-5",,,,,,"SEQUALITCHEW CR 13-5",,,,,"N"
"L","4.1","20170905","WDFW","3F10806  180272 H02","3","LK ALDWELL NETPENS",,,"ELDU","JUAN",,"LAKE ALDWELL NETPENS (ELWHA RIVER)","JUAN","ELDU","48.0947","-123.5553","N"
"L","4.1","20170905","WDFW","3F21703  200442 R","1","WINFIELD CR  20.0442","47.8102","-124.2313","QUHO","NWC",,"WINFIELD CREEK","NWC","QUHO","47.8102","-124.2313","N"
"L","4.1","20170905","WDFW","3F42001         R52","2","I5 BR -> BONNEVL DAM",,,"LOCRG","LOCR",,"COLUMBIA RIVER - I-5 BR TO BONNEVILE DAM","LOCR","LOCRG",,,"N"
"L","4.1","20170905","WDFW","3F42001  25     R22","1","ELOCHOMAN+CR@SKAMOKA",,,"GREL","LOCR","17080003","COLUMBIA RIVER @ SKAMOKAWA AND ELOCHOMAN RIVER","LOCR","GREL","46.25","-123.43","N"
"L","4.1","20180104","ODFW","5M22202  O      30","2","ASTORIA OCEAN BYCATC",,,"NEHA","NOOR","171002","OFF ASTORIA (OCEAN TRAWL BY-CATCH)","NOOR","NEHA",,,"N"
"L","4.1","20180104","ODFW","5F22243  R43102118","1","DEAN CR (UMPQUA R)",,,"UMPQ","SOOR","17100303","DEAN CR (UMPQUA R)","SOOR","UMPQ","43.6942","-123.9989","N"
"L","4.1","20170905","WDFW","3M11107  872305","1","MIDDLE BANKS",,,"SJUA","NOWA",,"MIDDLE BANKS                   (PUGET SOUND SPORT)","NOWA","SJUA","48.4058","-123.1056","N"
"L","4.1","20170905","WDFW","3M11107  872550","1","WEST SOUND ORCAS IS",,,"SJUA","NOWA",,"WEST SOUND ORCAS IS.           (PUGET SOUND SPORT)","NOWA","SJUA","48.62","-122.9672","N"
"L","4.1","20180206","CDFO","2MN26H006CLAR CV 10","1","CSPT  CLAR CV [6-10]","52.9689","-129.1886",,,,"CSPT            STAT AREA: H006 CLARKE COVE         H006",,,"52.9689","-129.1886","N"
"L","4.1","20180206","CDFO","2MS22P013GRAN BY 11","1","GSPTN GRAN BY (13-11)","50.2406","-125.3108",,,,"GSPTN           STAT AREA: P013 GRANITE BAY         P013",,,"50.25","-125.3167","N"
"L","4.1","20150622","IDFG","4F-1706020105200.00","1","VALLEY CRK:U SAL R",,,"SALM","SNAK","1706020105200.00","VALLEY CRK:U SALMON R","SNAK","SALM","44.225","-114.9272","N"
"L","4.1","20170728","NMFS","7M3    N","1","HIGH SEAS 3 N",,,,,,"HIGH SEAS RECOVERY, SECTOR 3,HEMISPHERE N",,,,,"N"
"L","4.1","20170905","WDFW","3M10308  888071 H","3","SANDY HOOK YACHT CLB",,,"WICI","NPS",,"SANDY HOOK YACHT CLUB AT CLINTON","NPS","WICI","47.9786","-122.35","N"
"L","4.1","20170905","WDFW","3F10107  010120 R","1","NOOKSACK R   01.0120","48.7712","-122.5982","NOOK","NOWA",,"NOOKSACK RIVER","NOWA","NOOK","48.7712","-122.5982","N"
"L","4.1","20170905","WDFW","3F21902  240461 R","2","WILLIAMS CR  24.0461","46.5171","-123.8773","NASE","WILP",,"WILLIAMS CREEK","WILP","NASE","46.5171","-123.8773","N"
"L","4.1","20170905","WDFW","3M112082 872143","1","EAST POINT     (8.2)",,,"WICI","NPS",,"EAST POINT                     (PUGET SOUND SPORT)","NPS","WICI","48.0967","-122.4908","N"
"L","4.1","20170905","WDFW","3M112082 872158","1","EVERETT (GEN)  (8.2)",,,"SNOH","NPS",,"EVERETT (GEN)                  (PUGET SOUND SPORT)","NPS","SNOH","47.9834","-122.2212","N"
"L","4.1","20170905","WDFW","3M11309  872360","1","PICNIC POINT","47.8806","-122.3322","LAKW","MPS",,"PICNIC POINT                   (PUGET SOUND SPORT)","MPS","LAKW","47.8806","-122.3322","N"
"L","4.1","20170905","WDFW","3F10510  080059 R","2","SWAMP CR     08.0059","47.7542","-122.2404","LAKW","MPS",,"SWAMP CREEK - TRIB OF SAMMAMISH RIVER","MPS","LAKW","47.7542","-122.2404","N"
"L","4.1","20180202","ADFG","1M1ECMB  NW11450","1","AK M 1 EC MBNW11450",,,"SEAK","SEAK",,"Alaska marine, Region 1, GUSTAVUS, MB, Quadrant NW, District 114, Subdistrict 50","SEAK","SENW","58.138583","-136.307524","N"
"L","4.1","20180206","CDFO","2F 290FW HUMP CK","1","FWSPT HUMP CK [FW]","54.1831","-128.5722",,,,"FWSPT           STAT AREA: 0FW HUMPHRYS CREEK      0FW",,,"54.1833","-128.5667","N"
"L","4.1","20180206","CDFO","2MN25H001MASSET  06","1","NSPT  MASSET [1-6]","54.007","-132.1559",,,,"NSPT            STAT AREA: H001 MASSET              H001",,,"54.007","-132.1559","N"
"L","4.1","20180206","CDFO","2MN25H004HUDS PS 01","1","NSPT  HUDS PS [4-1]","54.4708","-130.8783",,,,"NSPT            STAT AREA: H004 HUDSON BAY PASSAGE  H004",,,"54.4667","-130.8833","N"
"L","4.1","20180104","ODFW","5M22204  O4     33","1","PACIFIC-44 54'N 124W","44.9033","-124.37","NOORG","NOOR","171002","PACIFIC OCEAN 44 54.2'N 124 22.2'W","NOOR","NOORG","44.9033","-124.37","N"
"L","4.1","20180104","ODFW","5F33291  R91335918","1","BRIDAL VEIL CR",,,"SAND","LOCR","170800","BRIDAL VEIL CR COLUMBIA R BELOW BONNEVILLE DAM","LOCR","SAND","45.5569","-122.1836","N"
"L","4.1","20170905","WDFW","3M11410  872135","1","DUWAMISH HEAD","47.5956","-122.3861","DUWA","MPS",,"DUWAMISH HEAD                  (PUGET SOUND SPORT)","MPS","DUWA","47.5956","-122.3861","N"
"L","4.1","20170905","WDFW","3M11410  872155","1","ELLIOTT BAY (GEN.)","47.6","-122.3605","MPSG","MPS",,"ELLIOTT BAY (GEN.)             (PUGET SOUND SPORT)","MPS","DUWA","47.6","-122.3605","N"
"L","4.1","20170905","WDFW","3M11410  872502","1","SUQUAMISH","47.7314","-122.5511","EKPN","MPS",,"SUQUAMISH                      (PUGET SOUND SPORT)","MPS","EKPN","47.7314","-122.5511","N"
"L","4.1","20170905","WDFW","3M11107  870225","1","ELIZA I-GOVERNORS PT",,,"BESA","NOWA",,"PRE'85 PSS CODE =(2153 ELIZA ISLAND) OR (2191 GOVERNORS POINT)","NOWA","BESA","48.6589","-122.5522","N"
"L","4.1","20180206","CDFW","6FCSJSTA","2","STANISLAUS RIVER","37.665","-121.241","TUST","SJOA",,"STANISLAUS RIVER","SJOA","TUST","37.66","-121.24","N"
"L","4.1","20170728","NMFS","7M6  43N 176W","1","HIGH SEAS 6 43N 176W","43","-176",,,,"HIGH SEAS RECOVERY, SECTOR 6, LATITUDE 43N, LONGITUDE 176W",,,"43","-176","N"
"L","4.1","20170905","WDFW","3F42001  260527 R","1","BLUE CR      26.0527","46.4835","-122.7407","COWL","LOCR","17080005","BLUE CR COWLITZ TRIB","LOCR","COWL","46.4835","-122.7407","N"
"L","4.1","20170905","WDFW","3M10745X2  X4","1","4 PLUS 5 & 4B",,,"JUANG","JUAN","17","4 COMBINED WITH 5 & 4B (NET-1985)","WAGN","WAGNG","48.45","-124.6347","N"
"L","4.1","20180104","ODFW","5M22203  O      45","2","INSIDE COL R CZ - OR SUMM",,,"LOCRG","LOCR","17080006","INSIDE COLUMBIA R CONSERVATION ZONE - OR SUMMARY AREA","LOCR","LOCRG",,,"N"
"L","4.1","20170905","WDFW","3M11411  870625","1","CAMP SEALTH (OLD)","73.636","-122.5216","EKPN","MPS",,"PRE'85 PSS CODE =(2060 CAMP SEALTH)","MPS","EKPN","47.3636","-122.5217","N"
"L","4.1","20170905","WDFW","3M11411  870642","1","CLAY BANKS (OLD)",,,"MPSG","MPS",,"PRE'85 PSS CODE =(2081 CLAY BANKS)","MPS","MPSG",,,"N"
"L","4.1","20180104","ODFW","5F22201  R26228018","1","NECANICUMR N FK (NECANICU",,,"NEHA","NOOR",,"NECANICUM R N FK (NECANICUM R)","NOOR","NEHA","45.9056","-123.8083","N"
"L","4.1","20170905","WDFW","3F21802  231105 R","2","HAY CR       23.1105","46.6429","-123.2821","UPCH","GRAY",,"HAY CR (LOCAL NAME)","GRAY","UPCH","46.6429","-123.2821","N"
"L","4.1","20180202","ADFG","1M2PW221 61","1","AK M 2 PW 221-61",,,"PWS","CNAK",,"Alaska marine, Region 2, Quadrant PW, District 221, Subdistrict 61","CEAK","PWS","61.107271","-146.387935","N"
"L","4.1","20170905","WDFW","3F42001  450030 H","3","DRYDEN POND","47.5446","-120.5635","WECH","UPCR","17020011","DRYDEN POND ON WENATCHEE RIVER","UPCR","WECH","47.5447","-120.5636","N"
"L","4.1","20170905","WDFW","3F42001  450030 H02","3","LK WENATCHEE NET PENS","47.8333","-120.8136","WECH","UPCR","17020011","WENATCHEE NET PENS -WDFW (IN LK WENATCHEE)","UPCR","WECH","47.8333","-120.8137","N"
"L","4.1","20170728","NMFS","7M3  59N 151W","1","HIGH SEAS 3 59N 151W","59","-151",,,,"HIGH SEAS RECOVERY, SECTOR 3, LATITUDE 59N, LONGITUDE 151W",,,"59","-151","N"
"L","4.1","20170728","NMFS","7M1  45N 125W","1","HIGH SEAS 1 45N 125W","45","-125",,,,"HIGH SEAS RECOVERY, SECTOR 1, LATITUDE 45N, LONGITUDE 125W",,,"45","-125","N"
"L","4.1","20180202","ADFG","1M1NE109 63","1","AK M 1 NE 109-63",,,"SEAK","SEAK",,"Alaska marine, Region 1, Quadrant NE, District 109, Subdistrict 63","SEAK","SENE","56.2922","-134.2004","N"
"L","4.1","20180202","ADFG","1M105    SE108","1","AK M 1 05 SE108",,,"SEAK","SEAK",,"Alaska marine, Region 1, PETERSBURG, Quadrant SE, District 108","SEAK","SESE","56.6","-132.52","N"
"L","4.1","20180202","ADFG","1M2PW222 28","2","AK M 2 PW 222-28",,,"PWS","CNAK",,"Alaska marine, Region 2, Quadrant PW, District 222, Subdistrict 28","CEAK","PWS",,,"N"
"L","4.1","20180202","ADFG","1M2PW223 30","1","AK M 2 PW 223-30",,,"PWS","CNAK",,"Alaska marine, Region 2, Quadrant PW, District 223, Subdistrict 30","CEAK","PWS","61.0411","-147.9223","N"
"L","4.1","20170728","NMFS","7M6  48N 178W","1","HIGH SEAS 6 48N 178W","48","-178",,,,"HIGH SEAS RECOVERY, SECTOR 6, LATITUDE 48N, LONGITUDE 178W",,,"48","-178","N"
"L","4.1","20170905","WDFW","3M164  X2  X9","1","ADMIRALTY+PORT GAMBL",,,"WAGNG","WAGN",,"ADMIRALTY INLET COMBINED WITH PORT GAMBLE BAY","WAGN","WAGNG","47.9","-122.6","N"
"L","4.1","20180104","ODFW","5F22259  R59101518","1","CEDAR FK (EUCHRE CR)",,,"SIXE","SOOR","17100306","UPPER CEDAR FK EUCHRE CR","SOOR","SIXE","42.5581","-124.374","N"
"L","4.1","20180104","ODFW","5F22220  R25165018","1","SUNSHINE CR (SILETZ)",,,"SIYA","NOOR","1710020411000.00","SUNSHINE CR (SILETZ)","NOOR","SIYA","44.8178","-123.7703","N"
"L","4.1","20170905","WDFW","3F10511  106001 H","3","ORTING COOP",,,"PUYA","MPS",,"ORTING COOP   (BRADLEY CREEK)","MPS","PUYA",,,"N"
"L","4.1","20180206","CDFO","2FN99QCI R1324","2","R-HONNA R",,,,,,"CDN ESCMENT     HONNA R              QCI",,,,,"N"
"L","4.1","20170905","WDFW","3F10510  156020 H","3","BAINBRIDGE I STREAMS",,,"EKPN","MPS",,"BAINBRIDGE ISLAND STREAMS   (MANITOU?)","MPS","EKPN","47.6266","-122.5386","N"
"L","4.1","20170905","WDFW","3M164  X2  X9A","1","PORT GAMBL&ADMIRALTY",,,"WAGNG","WAGN",,"PORT GAMBLE BAY COMBINED WITH ADMIRALTY INLET","WAGN","WAGNG","47.87","-122.585","N"
"L","4.1","20170905","WDFW","3M21902  R","1","WILLAPA BAY  AREA 2R",,,"WILPG","WILP",,"WILLAPA BAY     MARINE SUBAREA 2R","WILP","NASE","46.515","-124","N"
"L","4.1","20180206","CDFO","2FS99TOMFR1945","2","R-FINN CR",,,,,,"CDN ESCMENT     FINN CR              TOMF","FRTH","TOMM",,,"N"
"L","4.1","20170905","WDFW","3F10513  120007 R","2","CHAMBERS CR  12.0007","47.1872","-122.5831","CHAM","SPS",,"CHAMBERS CREEK          83H","SPS","CHAM","47.1872","-122.5831","N"
"L","4.1","20180104","ODFW","5F22249  R21849018","1","SALMON CR (SF COQUILLE R)",,,"COQU","SOOR",,"SALMON CR (SF COQUILLE R)","SOOR","COQU","42.8778","-124.0742","N"
"L","4.1","20180202","ADFG","1M2PW226 62","1","AK M 2 PW 226-62",,,"PWS","CNAK",,"Alaska marine, Region 2, Quadrant PW, District 226, Subdistrict 62","CEAK","PWS","60.054555","-148.046325","N"
"L","4.1","20170905","WDFW","3M11106  870080","1","MINER IS/WEST B -OLD",,,"JUANG","JUAN",,"PRE'85 PSS CODE =(2309 MINER ISLAND LIGHT) OR (2547 WEST BEACH)","NPS","NPSG","48.27","-122.79","N"
"L","4.1","20180202","ADFG","1M4KD256","1","AK M 4 KD 256",,,"KODI","WEAK",,"Alaska marine, Region 4, Quadrant KD, District 256","WEAK","KODI","57.9062","-152.512","N"
"L","4.1","20180202","ADFG","1F104FFA","2","AK F 1 04 FFA",,,"SEAK","SEAK",,"Alaska freshwater, Region 1, JUNEAU, FF, A","SEAK","SEAKG",,,"N"
"L","4.1","20180202","ADFG","1M2PW224 40","1","AK M 2 PW 224-40",,,"PWS","CNAK",,"Alaska marine, Region 2, Quadrant PW, District 224, Subdistrict 40","CEAK","PWS","60.5158","-148.3531","N"
"L","4.1","20180206","CDFO","2FSMSM332MID SHU","1","MSHU  MID SHU [M332]","50.4304","-118.7618",,,,"MSHU            STAT AREA: M332 MIDDLE SHUSWAP RIVERM332",,,"50.3333","-118.75","N"
"L","4.1","20180104","ODFW","5F33407  H      22","2","WARM SPRINGS NFH",,,"DESC","CECR","1707030604500.00","WARM SPRINGS NFH","CECR","DESC",,,"N"
"L","4.1","20180104","ODFW","5F33204  R      18","2","WAHKEENA CR (LO COL)",,,"SAND","LOCR","1708000118600.00","WAHKEENA CR (LO COL) SPAWNING GROUND","LOCR","SAND",,,"N"
"L","4.1","20170905","WDFW","3F42001  280298 R","2","WOODWARD CR  28.0298","45.6181","-122.0188","SAWA","LOCR","17080001","WOODWARD CREEK","LOCR","SAWA","45.6181","-122.0188","N"
"L","4.1","20180104","ODFW","5F22216  R25323018","1","SALMON R (LT SALM-G)",,,"SIYA","NOOR","1710020415500.00","LITTLE SALMON TO TRIB G (SALMON R)","NOOR","SIYA","45.0519","-123.775","N"
"L","4.1","20170905","WDFW","3F21802  220458 R","2","SCHAFER PK SL22.0458",,,"GHLC","GRAY",,"SCHAFER STATE PARK SLOUGH (RB) (LOCAL NAME)","GRAY","GHLC",,,"N"
"L","4.1","20170905","WDFW","3F42001  3772819E","3","NOB HILL ES (YAKIMA)","46.5897","-120.5534","YAKI","UPCR","17030003","NOB HILL ELEMENTARY SCHOOL (YAKIMA)","UPCR","YAKI","46.5897","-120.553","N"
"L","4.1","20180104","ODFW","5F22239  R24919018","1","ELKHORN CR (SIUSLAW)",,,"SIUS","NOOR","1710020616200.00","ELKHORN CR SEG #2 (SIUSLAW R)","NOOR","SIUS",,,"N"
"L","4.1","20180104","ODFW","5F22220  R20102218","1","SILETZ R (BUCK-SUNSH",,,"SIYA","NOOR","1710020400902.00","SILETZ R (BUCK CR TO SUNSHINE CR, SPAWN)","NOOR","SIYA","44.8172","-123.78","N"
"L","4.1","20180104","ODFW","5F22225  R25111118","1","OLALLA CR (YAQUINA)",,,"SIYA","NOOR","1710020402700.00","OLALLA CR (YAQUINA R)","NOOR","SIYA",,,"N"
